Category	Species	Biomolecule name	Biomolecule ID	Disease name	Disease ontology	ICD-10 classification	Tissue	PubMed_ID	Interaction gene symbol	Expression direction	Experimental method	Experimental method classification	Throughput	Description	Reference title	Year
microRNA	Mus musculus	mmu-miR-124	MIMAT0000134	Huntington's disease	DOID:12858	G10	brain	26109954	R6/2	downregulation	PCR	PCR	Low-throughput	MicroRNA-124 contributes to neurogenesis through regulating its targets, but its expression both in the brain of Huntington's disease mouse models and patients is decreased. … These findings suggest that microRNA-124 slows down the progression of Huntington's disease possibly through its important role in neuronal differentiation and survival.	microRNA-124 slows down the progression of Huntington's disease by promoting neurogenesis in the striatum.	2015
microRNA	Homo sapiens	hsa-miR-126	MIMAT0000445	Type I diabetes mellitus	DOID:9744	E10	endothelial cells	26114486	-	upregulation	real-time qPCR	PCR	Low-throughput	Circulating EPCs were reduced and miR-126 expression was increased in DM1 compared to controls.	Expression of Angiogenic microRNAs in Endothelial Progenitor Cells From Type 1 Diabetic Patients With and Without Diabetic Retinopathy.	2015
microRNA	Homo sapiens	hsa-miR-221	MIMAT0000278	Diabetic retinopathy	DOID:8947	E14	endothelial cells	26114486	-	upregulation	real-time qPCR	PCR	Low-throughput	Patients with DR had higher expression of miR-221 than those without DR.	Expression of Angiogenic microRNAs in Endothelial Progenitor Cells From Type 1 Diabetic Patients With and Without Diabetic Retinopathy.	2015
microRNA	Homo sapiens	hsa-miR-195	MIMAT0000461	Alzheimer's disease	DOID:10652	G30	-	26118667	APP/BACE1/Cdk5r1	downregulation	dual luciferase reporter assay	luciferase assays	Low-throughput	Chronic brain hypoperfusion (CBH) is a common clinical feature of Alzheimer's disease and vascular dementia. … Our findings demonstrated that the down-regulation of miR-195 plays a key role in the increased vulnerability to dementia via the regulation of multiple targets following CBH.	Activation of Cdk5/p25 and tau phosphorylation following chronic brain hypoperfusion in Rno involves microRNA-195 down-regulation.	2015
microRNA	Homo sapiens	hsa-miR-125a-3p	MIMAT0004602	Obesity	DOID:9970	E66	subcutaneous adipose tissue	26148871	RhoA/ERK1	upregulation	real-time qPCR	PCR	Low-throughput	Transfection of human adipose-derived mesenchymal stem cells (hADSCs) with the individual agomirs of these 18miRs showed that miR-125a-3p and miR-483-5p significantly promoted adipogenesis.	miR-125a-3p and miR-483-5p promote adipogenesis via suppressing the RhoA/ROCK1/ERK1/2 pathway in multiple symmetric lipomatosis.	2015
microRNA	Homo sapiens	hsa-miR-483-5p	MIMAT0004761	Obesity	DOID:9970	E66	subcutaneous adipose tissue	26148871	RhoA/ERK1	upregulation	real-time qPCR	PCR	Low-throughput	Transfection of human adipose-derived mesenchymal stem cells (hADSCs) with the individual agomirs of these 18miRs showed that miR-125a-3p and miR-483-5p significantly promoted adipogenesis.	miR-125a-3p and miR-483-5p promote adipogenesis via suppressing the RhoA/ROCK1/ERK1/2 pathway in multiple symmetric lipomatosis.	2015
microRNA	Mus musculus	mmu-miR-125a-5p	MIMAT0000135	Premature ovarian failure	DOID:5426	E28	granulosa cells	26154273	STAT3	upregulation	real-time PCR	PCR	Low-throughput	Overexpression of miR-125a-5p promotes mouse granulosa cells(mGC) apoptosis by targeting STAT3. Our findings imply the important role of miR-125a-5p in the pathogenesis of premature ovarian failure.	microRNA-125a-5p induces Mmu granulosa cell apoptosis by targeting signal transducer and activator of transcription 3.	2016
microRNA	Homo sapiens	hsa-miR-122-5p	MIMAT0000421	Osteoporosis	DOID:11476	M80	serum	26163235	-	upregulation	real-time PCR	PCR	Low-throughput	Osteoporosis is a common skeletal disorder characterized by increased risk of bone fracture (BF).Results showed that 3 miRNAs (miR-122-5p, miR-125b-5p, and miR-21-5p) were valuable upregulated biomarkers in BF with respect to controls and, significantly, their levels were not affected by hemolysis.	Serum Circulating microRNAs as Biomarkers of Osteoporotic Fracture.	2015
microRNA	Homo sapiens	hsa-miR-125b-5p	MIMAT0000423	Osteoporosis	DOID:11476	M80	serum	26163235	-	upregulation	real-time PCR	PCR	Low-throughput	Osteoporosis is a common skeletal disorder characterized by increased risk of bone fracture (BF).Results showed that 3 miRNAs (miR-122-5p, miR-125b-5p, and miR-21-5p) were valuable upregulated biomarkers in BF with respect to controls and, significantly, their levels were not affected by hemolysis.	Serum Circulating microRNAs as Biomarkers of Osteoporotic Fracture.	2015
microRNA	Homo sapiens	hsa-miR-21-5p	MIMAT0000076	Osteoporosis	DOID:11476	M80	serum	26163235	-	upregulation	real-time PCR	PCR	Low-throughput	Osteoporosis is a common skeletal disorder characterized by increased risk of bone fracture (BF).Results showed that 3 miRNAs (miR-122-5p, miR-125b-5p, and miR-21-5p) were valuable upregulated biomarkers in BF with respect to controls and, significantly, their levels were not affected by hemolysis.	Serum Circulating microRNAs as Biomarkers of Osteoporotic Fracture.	2015
microRNA	Mus musculus	mmu-miR-144	MIMAT0000156	Diabetes mellitus	DOID:9351	E10-E14	heart	26164195	Nrf2	downregulation	RT-PCR	PCR	Low-throughput	It was observed that microRNA-144 (miR-144) level was lower in heart tissues of streptozotocin(STZ)-induced diabetic mice.Although miR-144 cannot explain the increased oxidative stress in STZ, therapeutic interventions directed at decreasing miR-144 may help to decrease oxidative stress in these hearts. Inhibition of miR-144 might have clinical potential to abate oxidative stress as well as to reduce cardiomyocyte apoptosis and improve cardiac function in diabetic cardiomyopathy.	Inhibiting microRNA-144 abates oxidative stress and reduces apoptosis in hearts of streptozotocin-induced diabetic mice.	2015
microRNA	Rattus norvegicus	rno-miR-103	MIMAT0000824	Type II diabetes mellitus	DOID:9352	E11	peripheral blood mononuclear cells	26164754	CAV1	upregulation	qRT-PCR	PCR	Low-throughput	In prediabetes and overt diabetes stages, miR-103 showed significantly elevated expression in PBMC specimens compared to the normal healthy control group. Overexpression pattern of mir-143 was statistically significant in T2D compared to non-diabetic controls.	Dysregulated miR-103 and miR-143 expression in peripheral blood mononuclear cells from induced prediabetes and type 2 diabetes rats.	2015
microRNA	Rattus norvegicus	rno-miR-143	MIMAT0000849	Type II diabetes mellitus	DOID:9352	E11	peripheral blood mononuclear cells	26164754	-	upregulation	qRT-PCR	PCR	Low-throughput	Overexpression pattern of mir-143 was statistically significant in T2D compared to non-diabetic controls.	Dysregulated miR-103 and miR-143 expression in peripheral blood mononuclear cells from induced prediabetes and type 2 diabetes rats.	2015
microRNA	Rattus norvegicus	rno-mir-143	MI0000916	Type II diabetes mellitus	DOID:9352	E11	peripheral blood mononuclear cells	26164754	-	upregulation	qRT-PCR	PCR	Low-throughput	In prediabetes and overt diabetes stages, miR-103 showed significantly elevated expression in PBMC specimens compared to the normal healthy control group. Overexpression pattern of mir-143 was statistically significant in T2D compared to non-diabetic controls.	Dysregulated miR-103 and miR-143 expression in peripheral blood mononuclear cells from induced prediabetes and type 2 diabetes rats.	2015
microRNA	Homo sapiens	hsa-miR-145	MIMAT0000437	Aging	-	-	T-CIN+ cells	26168819	-	downregulation	qRT-PCR	PCR	Low-throughput	Treatments of T-CIN+ cells with senescence-conditioned media induce sphere formation exclusively in cells with senescence-associated tumorigenicity, a capacity that depends on miR-145 repression. These results indicate that the senescent microenvironment, while promoting further transdifferentiations in cells with genome instability, is able to propel the progression of premalignant cells towards a malignant, cell stem-like state.	The senescent microenvironment promotes the emergence of heterogeneous cancer stem-like cells.	2015
microRNA	Mus musculus	mmu-miR-346	MIMAT0000597	Diabetic nephropathy	-	E14	kidney	26170919	SMAD3/4	differential expression	microarray	array	High-throughput	The development of diabetic nephropathy in the db/db mice was demonstrated by glucose dysregulation and typical morphological changes in the kidney. miRNA-346 (miR-346) was identified as one of the differentially expressed miRNAs.	Differential expression and therapeutic efficacy of microRNA-346 in diabetic nephropathy mice.	2015
microRNA	Rattus norvegicus	rno-miR-145	MIMAT0000851	Diabetes mellitus	DOID:9351	E10-E14	coronary arterial smooth muscle cells	26181633	Klf4	upregulation	real-time PCR	PCR	Low-throughput	In conclusion, our study reveals that Ang II downregulates miR-145 to regulate Klf4 and myocardin expression in HCASMCs under high glucose conditions. Ang II plays a critical role in the regulation of miR-145 under hyperglycemic conditions.	Angiotensin II Downregulates microRNA-145 to Regulate Kruppel-like Factor 4 and Myocardin Expression in HSA Coronary Arterial Smooth Muscle Cells under High Glucose Conditions.	2015
microRNA	Homo sapiens	hsa-miR-216a	MIMAT0000273	Osteoporosis	DOID:11476	M80	human adipose-derived mesenchymal stem cells	26206089	c-Cbl	downregulation	real-time qRT-PCR	PCR	Low-throughput	The expression of miR-216a was positively correlated with the expression of bone formation marker genes in clinical osteoporosis samples. … Thus, our findings suggest that miR-216a may serve as a novel therapeutic agent for the prevention and treatment of osteoporosis and other bone metabolism-related diseases.	miR-216a rescues dexamethasone suppression of osteogenesis, promotes osteoblast differentiation and enhances bone formation, by regulating c-Cbl-mediated PI3K/AKT pathway.	2015
microRNA	Mus musculus	mmu-miR-212	MIMAT0000659	Steatohepatitis	DOID:9452	-	liver	26207424	ZO-1	upregulation	real-time PCR	PCR	Low-throughput	These studies thus support a novel miR-212 mechanism for alcohol-induced gut leakiness and a potential target that could be exploited for therapeutic intervention to prevent leaky gut and liver injury in alcoholics.	The Role of miR-212 and iNOS in Alcohol-Induced Intestinal Barrier Dysfunction and Steatohepatitis.	2015
microRNA	Mus musculus	mmu-miR-26a	MIMAT0000533	Type I diabetes mellitus	DOID:9744	E10	T-cell	26208605	Foxp3	downregulation	real-time PCR	PCR	Low-throughput	In conclusion, Mir-26a suppresses autoimmune diabetes in non-obese diabetic(NOD) mice in part through promoted regulatory T cells (Tregs) expression.	microRNA-26a Promotes Regulatory T cells and Suppresses Autoimmune Diabetes in Mice.	2016
microRNA	Mus musculus	mmu-miR-135a	MIMAT0000147	Alzheimer's disease	DOID:10652	G30	neurons	26208701	THBS1	upregulation	real-time PCR	PCR	Low-throughput	Together, our findings demonstrate a critical function for the astrocytic CEBPD, and point to miR-135a antagonist as an attractive therapeutic target for the treatment of Alzheimer's disease.	Astrocytic CCAAT/Enhancer Binding Protein δ Regulates Neuronal Viability and Spatial Learning Ability via miR-135a.	2016
microRNA	Homo sapiens	hsa-let-7	MIMAT0000062/MIMAT0000063/MIMAT0000066/MIMAT0000065/MIMAT0000067/MIMAT0000414/MIMAT0000415	Diabetic nephropathy	-	E14	-	26209736	-	differential expression	qRT-PCR	PCR	Low-throughput	Several miRNAs have been shown to be involved in the pathogenesis of diabetic nephropathy(DN) (e.g. miR-21, miR-192, miR-215, miR-216a, miR-29, let-7, miR-25, miR-93, etc.). Functional studies provide evidence that miRNAs are not only diagnostic tools but also represent potential therapeutic targets in DN.	RNA expression signatures and posttranscriptional regulation in diabetic nephropathy.	2015
microRNA	Homo sapiens	hsa-miR-192	MIMAT0000222	Diabetic nephropathy	-	E14	-	26209736	-	differential expression	qRT-PCR	PCR	Low-throughput	Several miRNAs have been shown to be involved in the pathogenesis of diabetic nephropathy(DN) (e.g. miR-21, miR-192, miR-215, miR-216a, miR-29, let-7, miR-25, miR-93, etc.). Functional studies provide evidence that miRNAs are not only diagnostic tools but also represent potential therapeutic targets in DN.	RNA expression signatures and posttranscriptional regulation in diabetic nephropathy.	2015
microRNA	Homo sapiens	hsa-miR-215	MIMAT0000272	Diabetic nephropathy	-	E14	kidney	26209736	-	differential expression	qRT-PCR	PCR	Low-throughput	Several miRNAs have been shown to be involved in the pathogenesis of diabetic nephropathy(DN) (e.g. miR-21, miR-192, miR-215, miR-216a, miR-29, let-7, miR-25, miR-93, etc.). Functional studies provide evidence that miRNAs are not only diagnostic tools but also represent potential therapeutic targets in DN.	RNA expression signatures and posttranscriptional regulation in diabetic nephropathy.	2015
microRNA	Homo sapiens	hsa-miR-216a	MIMAT0000273	Diabetic nephropathy	-	E14	kidney	26209736	-	differential expression	qRT-PCR	PCR	Low-throughput	Several miRNAs have been shown to be involved in the pathogenesis of diabetic nephropathy(DN) (e.g. miR-21, miR-192, miR-215, miR-216a, miR-29, let-7, miR-25, miR-93, etc.). Functional studies provide evidence that miRNAs are not only diagnostic tools but also represent potential therapeutic targets in DN.	RNA expression signatures and posttranscriptional regulation in diabetic nephropathy.	2015
microRNA	Homo sapiens	hsa-miR-25	MIMAT0000081	Diabetic nephropathy	-	E14	-	26209736	-	differential expression	qRT-PCR	PCR	Low-throughput	Several miRNAs have been shown to be involved in the pathogenesis of diabetic nephropathy(DN) (e.g. miR-21, miR-192, miR-215, miR-216a, miR-29, let-7, miR-25, miR-93, etc.). Functional studies provide evidence that miRNAs are not only diagnostic tools but also represent potential therapeutic targets in DN.	RNA expression signatures and posttranscriptional regulation in diabetic nephropathy.	2015
microRNA	Homo sapiens	hsa-miR-93	MIMAT0000093	Diabetic nephropathy	-	E14	-	26209736	-	differential expression	qRT-PCR	PCR	Low-throughput	Several miRNAs have been shown to be involved in the pathogenesis of diabetic nephropathy(DN) (e.g. miR-21, miR-192, miR-215, miR-216a, miR-29, let-7, miR-25, miR-93, etc.). Functional studies provide evidence that miRNAs are not only diagnostic tools but also represent potential therapeutic targets in DN.	RNA expression signatures and posttranscriptional regulation in diabetic nephropathy.	2015
microRNA	Homo sapiens	hsa-miR-130b	MIMAT0000691	Obesity	DOID:9970	E66	heart	26211628	-	differential expression	qRT-PCR	PCR	Low-throughput	In HF patients, the presence of obesity is associated with a differential expression of selected miRs and the miR-221/-130b ratio had significant correlations with adiposity parameters.	Circulating microRNAs in obese and lean heart failure patients: A case-control study with computational target prediction analysis.	2015
microRNA	Homo sapiens	hsa-miR-221	MIMAT0000278	Obesity	DOID:9970	E66	heart	26211628	-	differential expression	qRT-PCR	PCR	Low-throughput	In HF patients, the presence of obesity is associated with a differential expression of selected miRs and the miR-221/-130b ratio had significant correlations with adiposity parameters.	Circulating microRNAs in obese and lean heart failure patients: A case-control study with computational target prediction analysis.	2015
